Sex,Age,Fault,PolicyType,VehiclePrice,RepNumber,Deductible,DriverRating,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,BasePolicy,FraudFound
Male,52,Policy Holder,Sedan - All Perils,"more than 69,000",1,400,4,1,more than 7,41 to 50,No,No,External,All Perils,No
Male,23,Policy Holder,Sedan - Liability,"20,000 to 29,000",15,400,1,2 to 4,6 years,26 to 30,No,No,External,Liability,No
Male,38,Policy Holder,Sedan - Liability,"less than 20,000",2,400,4,more than 4,7 years,36 to 40,No,No,External,Liability,No
Male,32,Third Party,Sedan - Collision,"20,000 to 29,000",13,400,4,2 to 4,7 years,31 to 35,No,No,External,Collision,No
Male,26,Policy Holder,Sedan - Liability,"20,000 to 29,000",9,400,2,more than 4,6 years,31 to 35,No,No,External,Liability,No
Male,57,Policy Holder,Sedan - All Perils,"20,000 to 29,000",4,400,1,2 to 4,more than 7,51 to 65,No,No,External,All Perils,No
Male,29,Policy Holder,Sedan - Liability,"more than 69,000",2,400,2,2 to 4,6 years,31 to 35,No,No,External,Liability,No
Male,26,Third Party,Sedan - Collision,"30,000 to 39,000",5,400,2,none,7 years,31 to 35,No,No,External,Collision,No
Female,30,Policy Holder,Sedan - Collision,"more than 69,000",14,400,1,2 to 4,6 years,31 to 35,No,No,External,Collision,No
Male,41,Policy Holder,Sedan - Collision,"20,000 to 29,000",1,400,2,1,7 years,36 to 40,No,No,External,Collision,Yes
Male,65,Policy Holder,Sedan - Liability,"more than 69,000",14,400,4,more than 4,7 years,51 to 65,No,No,External,Liability,No
Male,33,Policy Holder,Sedan - Collision,"20,000 to 29,000",13,400,1,none,6 years,31 to 35,No,No,External,Collision,No
Male,44,Policy Holder,Sedan - All Perils,"20,000 to 29,000",10,400,2,2 to 4,6 years,36 to 40,No,No,External,All Perils,No
Male,26,Policy Holder,Sedan - Collision,"20,000 to 29,000",12,400,2,2 to 4,7 years,31 to 35,No,No,External,Collision,Yes
Male,32,Third Party,Sedan - Collision,"more than 69,000",5,400,2,none,6 years,31 to 35,No,No,External,Collision,No
Male,29,Policy Holder,Sedan - All Perils,"less than 20,000",16,400,3,none,6 years,31 to 35,No,No,External,All Perils,No
Male,26,Policy Holder,Sedan - All Perils,"20,000 to 29,000",16,400,4,none,6 years,31 to 35,No,No,External,All Perils,Yes
Female,37,Policy Holder,Sedan - Collision,"20,000 to 29,000",3,400,4,2 to 4,7 years,36 to 40,No,Yes,External,Collision,No
Male,33,Policy Holder,Sedan - Liability,"20,000 to 29,000",11,400,1,1,6 years,31 to 35,No,No,External,Liability,No
Male,54,Policy Holder,Sedan - All Perils,"20,000 to 29,000",7,400,2,none,more than 7,41 to 50,No,No,External,All Perils,No
Male,26,Policy Holder,Sedan - Liability,"30,000 to 39,000",5,400,4,more than 4,7 years,31 to 35,No,No,External,Liability,No
Male,32,Policy Holder,Sedan - Liability,"20,000 to 29,000",16,400,4,2 to 4,6 years,31 to 35,No,No,External,Liability,No
Female,25,Policy Holder,Sedan - Liability,"20,000 to 29,000",1,400,3,2 to 4,4 years,26 to 30,No,No,External,Liability,No
Female,23,Policy Holder,Sedan - Liability,"20,000 to 29,000",12,400,3,more than 4,5 years,26 to 30,No,No,External,Liability,No
Male,0,Policy Holder,Sedan - Collision,"more than 69,000",7,400,1,none,new,16 to 17,No,No,External,Collision,No
Male,31,Third Party,Sedan - Collision,"less than 20,000",9,400,1,1,6 years,31 to 35,No,No,External,Collision,No
Male,0,Third Party,Sedan - Collision,"more than 69,000",3,400,4,none,new,16 to 17,No,No,External,Collision,No
Male,42,Policy Holder,Sedan - All Perils,"less than 20,000",14,400,4,1,7 years,36 to 40,No,No,External,All Perils,No
Male,42,Policy Holder,Sedan - Liability,"30,000 to 39,000",11,400,2,2 to 4,7 years,36 to 40,No,No,External,Liability,No
Male,32,Policy Holder,Sedan - Collision,"20,000 to 29,000",16,700,2,1,7 years,31 to 35,No,No,External,Collision,No
Male,51,Policy Holder,Sedan - Collision,"20,000 to 29,000",1,400,2,2 to 4,more than 7,41 to 50,No,No,External,Collision,No
Male,19,Third Party,Sport - Collision,"more than 69,000",12,400,4,2 to 4,3 years,21 to 25,No,No,External,Collision,No
Male,26,Policy Holder,Sedan - All Perils,"20,000 to 29,000",10,400,1,2 to 4,7 years,31 to 35,No,No,External,All Perils,No
Male,29,Policy Holder,Sedan - Collision,"20,000 to 29,000",3,400,2,1,5 years,31 to 35,No,No,External,Collision,No
Male,29,Policy Holder,Sedan - Liability,"30,000 to 39,000",15,400,2,2 to 4,6 years,31 to 35,No,No,External,Liability,No
Male,29,Third Party,Sport - Collision,"more than 69,000",12,400,2,2 to 4,7 years,31 to 35,No,No,External,Collision,No
Male,44,Policy Holder,Sedan - Liability,"20,000 to 29,000",9,500,2,1,more than 7,36 to 40,No,No,External,Liability,No
Male,49,Policy Holder,Sedan - Collision,"more than 69,000",5,400,3,1,more than 7,41 to 50,No,No,External,Collision,No
Female,47,Policy Holder,Sedan - Collision,"20,000 to 29,000",12,400,1,2 to 4,7 years,41 to 50,No,No,External,Collision,No
Male,50,Policy Holder,Sedan - Collision,"20,000 to 29,000",16,400,3,1,7 years,41 to 50,No,No,External,Collision,No
Male,50,Policy Holder,Sedan - Liability,"30,000 to 39,000",10,400,2,2 to 4,more than 7,41 to 50,No,No,External,Liability,No
Male,44,Policy Holder,Sedan - Collision,"20,000 to 29,000",9,400,2,none,more than 7,36 to 40,No,No,External,Collision,No
Male,42,Third Party,Sedan - All Perils,"20,000 to 29,000",1,400,4,none,7 years,36 to 40,No,No,External,All Perils,No
Male,49,Policy Holder,Sedan - Collision,"30,000 to 39,000",3,400,1,1,more than 7,41 to 50,No,No,External,Collision,No
Male,34,Third Party,Sedan - Collision,"20,000 to 29,000",7,400,4,2 to 4,6 years,31 to 35,No,No,External,Collision,No
Female,51,Policy Holder,Sedan - Liability,"20,000 to 29,000",16,400,2,1,7 years,41 to 50,No,No,External,Liability,No
Male,26,Third Party,Sedan - Collision,"more than 69,000",5,400,2,1,5 years,31 to 35,No,No,External,Collision,No
Male,39,Policy Holder,Sedan - Liability,"20,000 to 29,000",4,400,3,2 to 4,7 years,36 to 40,No,No,External,Liability,No
Female,30,Third Party,Sedan - All Perils,"more than 69,000",3,400,2,1,6 years,31 to 35,No,No,External,All Perils,No
Male,0,Policy Holder,Sedan - All Perils,"more than 69,000",5,400,3,1,new,16 to 17,No,No,External,All Perils,No
Male,47,Policy Holder,Sedan - Liability,"20,000 to 29,000",9,400,3,1,more than 7,41 to 50,No,No,External,Liability,No
Female,33,Policy Holder,Sedan - Liability,"20,000 to 29,000",2,400,3,2 to 4,3 years,31 to 35,No,No,External,Liability,No
Male,31,Policy Holder,Sedan - Collision,"20,000 to 29,000",6,400,4,none,6 years,31 to 35,No,No,External,Collision,No
Male,50,Policy Holder,Sedan - Collision,"20,000 to 29,000",7,400,4,none,more than 7,41 to 50,No,No,External,Collision,No
Male,78,Policy Holder,Sedan - Collision,"20,000 to 29,000",11,400,1,1,more than 7,over 65,No,No,External,Collision,No
Male,41,Policy Holder,Sedan - Liability,"30,000 to 39,000",9,400,3,none,7 years,36 to 40,No,No,External,Liability,No
Male,39,Policy Holder,Sport - Collision,"more than 69,000",11,400,4,none,7 years,36 to 40,No,No,External,Collision,No
Male,33,Policy Holder,Sedan - All Perils,"less than 20,000",10,400,2,1,7 years,31 to 35,No,No,External,All Perils,No
Male,0,Policy Holder,Sedan - Liability,"more than 69,000",16,400,2,2 to 4,new,16 to 17,No,No,External,Liability,No
Female,48,Policy Holder,Sedan - All Perils,"20,000 to 29,000",1,400,4,2 to 4,7 years,41 to 50,No,No,External,All Perils,No
Male,0,Policy Holder,Sedan - Liability,"more than 69,000",12,400,4,1,new,16 to 17,No,No,External,Liability,No
Male,0,Policy Holder,Sedan - All Perils,"more than 69,000",11,400,4,none,new,16 to 17,No,No,External,All Perils,No
Male,30,Policy Holder,Sedan - Liability,"20,000 to 29,000",4,400,2,more than 4,7 years,31 to 35,No,No,External,Liability,No
Male,0,Policy Holder,Sedan - All Perils,"more than 69,000",10,400,2,none,new,16 to 17,No,No,External,All Perils,No
Male,38,Policy Holder,Sedan - Liability,"20,000 to 29,000",4,400,2,1,7 years,36 to 40,No,No,External,Liability,No
Male,28,Policy Holder,Sedan - All Perils,"less than 20,000",7,400,3,1,7 years,31 to 35,No,No,External,All Perils,No
Male,33,Policy Holder,Sedan - All Perils,"less than 20,000",8,400,4,none,6 years,31 to 35,No,No,External,All Perils,No
Female,38,Policy Holder,Sedan - Liability,"30,000 to 39,000",1,400,1,2 to 4,more than 7,36 to 40,No,No,External,Liability,No
Male,0,Policy Holder,Sedan - Liability,"more than 69,000",11,400,4,2 to 4,new,16 to 17,No,No,External,Liability,No
Male,31,Policy Holder,Sedan - Collision,"30,000 to 39,000",15,400,4,more than 4,7 years,31 to 35,No,No,External,Collision,No
Male,36,Policy Holder,Sedan - Liability,"30,000 to 39,000",1,400,2,more than 4,7 years,36 to 40,No,No,External,Liability,No
Male,27,Third Party,Sedan - Liability,"30,000 to 39,000",2,400,4,none,7 years,31 to 35,No,No,External,Liability,No
Female,60,Policy Holder,Sedan - All Perils,"less than 20,000",1,400,1,2 to 4,more than 7,51 to 65,No,No,External,All Perils,No
Male,72,Third Party,Sedan - All Perils,"20,000 to 29,000",2,400,2,none,7 years,over 65,No,No,External,All Perils,No
Male,44,Policy Holder,Sedan - Liability,"60,000 to 69,000",5,400,2,more than 4,more than 7,36 to 40,No,No,External,Liability,No
Male,0,Policy Holder,Sedan - Liability,"more than 69,000",11,400,1,2 to 4,new,16 to 17,No,No,External,Liability,No
Female,77,Policy Holder,Sedan - All Perils,"less than 20,000",10,400,1,none,6 years,over 65,No,No,External,All Perils,No
Male,40,Third Party,Sedan - Liability,"20,000 to 29,000",15,400,1,1,7 years,36 to 40,No,No,External,Liability,No
Male,43,Policy Holder,Sedan - Collision,"40,000 to 59,000",1,400,4,2 to 4,7 years,36 to 40,No,No,External,Collision,Yes
Male,33,Third Party,Sedan - Collision,"30,000 to 39,000",14,400,4,1,6 years,31 to 35,No,No,External,Collision,No
Male,36,Third Party,Sedan - All Perils,"20,000 to 29,000",2,400,3,1,7 years,36 to 40,No,No,External,All Perils,No
Male,21,Third Party,Sedan - Collision,"20,000 to 29,000",7,400,3,2 to 4,3 years,26 to 30,No,No,External,Collision,No
Female,21,Policy Holder,Sedan - Collision,"20,000 to 29,000",2,400,2,2 to 4,5 years,26 to 30,No,No,External,Collision,No
Male,33,Third Party,Sedan - Collision,"30,000 to 39,000",9,400,1,2 to 4,6 years,31 to 35,No,No,External,Collision,No
Male,75,Policy Holder,Sedan - All Perils,"more than 69,000",1,400,2,2 to 4,7 years,over 65,No,No,External,All Perils,No
Male,34,Policy Holder,Sedan - All Perils,"20,000 to 29,000",7,400,1,2 to 4,7 years,31 to 35,No,No,External,All Perils,No
Male,31,Policy Holder,Sedan - All Perils,"more than 69,000",9,400,2,2 to 4,5 years,31 to 35,No,No,External,All Perils,No
Male,31,Policy Holder,Sedan - Liability,"20,000 to 29,000",2,500,4,2 to 4,6 years,31 to 35,No,No,External,Liability,No
Male,47,Policy Holder,Sedan - Liability,"20,000 to 29,000",5,400,4,more than 4,6 years,41 to 50,No,No,External,Liability,No
Male,46,Policy Holder,Sedan - All Perils,"less than 20,000",7,400,1,none,more than 7,41 to 50,No,No,External,All Perils,Yes
Male,0,Policy Holder,Sedan - All Perils,"more than 69,000",6,400,3,1,new,16 to 17,No,No,External,All Perils,Yes
Male,35,Policy Holder,Sedan - Liability,"20,000 to 29,000",10,400,1,2 to 4,6 years,31 to 35,No,No,External,Liability,No
Male,31,Policy Holder,Sedan - Collision,"20,000 to 29,000",11,400,4,none,7 years,31 to 35,No,No,External,Collision,No
Female,33,Policy Holder,Sedan - Liability,"20,000 to 29,000",13,400,2,more than 4,6 years,31 to 35,No,No,External,Liability,No
Male,35,Policy Holder,Sedan - Collision,"30,000 to 39,000",15,400,3,none,7 years,31 to 35,No,No,External,Collision,No
Female,45,Third Party,Sedan - Liability,"20,000 to 29,000",4,400,2,1,7 years,36 to 40,No,No,External,Liability,No
Male,0,Policy Holder,Utility - All Perils,"more than 69,000",14,400,1,1,new,16 to 17,No,No,External,All Perils,Yes
Male,50,Policy Holder,Utility - All Perils,"more than 69,000",12,400,3,none,more than 7,41 to 50,No,No,External,All Perils,No
Male,0,Policy Holder,Sedan - Collision,"more than 69,000",16,400,4,1,new,16 to 17,No,No,External,Collision,Yes
Male,42,Policy Holder,Sedan - Collision,"20,000 to 29,000",14,400,1,none,7 years,36 to 40,No,No,External,Collision,No
Female,32,Policy Holder,Sedan - Liability,"20,000 to 29,000",2,400,1,2 to 4,5 years,31 to 35,No,No,External,Liability,No
Male,49,Third Party,Sedan - Collision,"more than 69,000",2,400,4,more than 4,more than 7,41 to 50,No,No,External,Collision,No
Male,53,Policy Holder,Sedan - All Perils,"20,000 to 29,000",4,400,1,none,7 years,41 to 50,No,No,External,All Perils,No
Male,32,Policy Holder,Sedan - Collision,"20,000 to 29,000",15,400,3,none,7 years,31 to 35,No,No,External,Collision,No
Male,52,Policy Holder,Sedan - All Perils,"20,000 to 29,000",8,400,2,none,more than 7,41 to 50,No,No,External,All Perils,No
Male,41,Third Party,Sedan - All Perils,"20,000 to 29,000",1,400,2,2 to 4,7 years,36 to 40,No,No,External,All Perils,No
Female,36,Policy Holder,Sedan - Liability,"30,000 to 39,000",1,400,2,2 to 4,7 years,36 to 40,No,No,External,Liability,No
Female,46,Policy Holder,Sedan - Collision,"30,000 to 39,000",7,400,2,none,7 years,41 to 50,No,No,External,Collision,No
Male,32,Third Party,Sedan - Collision,"30,000 to 39,000",13,400,3,more than 4,7 years,31 to 35,No,No,External,Collision,No
Male,32,Policy Holder,Sedan - Collision,"30,000 to 39,000",12,400,1,2 to 4,6 years,31 to 35,No,No,External,Collision,No
Male,31,Third Party,Sedan - All Perils,"20,000 to 29,000",3,400,3,1,6 years,31 to 35,No,No,External,All Perils,No
Male,43,Policy Holder,Sedan - Liability,"30,000 to 39,000",5,400,2,2 to 4,7 years,36 to 40,No,No,External,Liability,No
Female,30,Policy Holder,Sedan - Collision,"20,000 to 29,000",1,400,1,2 to 4,6 years,31 to 35,No,No,External,Collision,No
Male,60,Policy Holder,Sedan - Collision,"20,000 to 29,000",8,400,4,2 to 4,more than 7,51 to 65,No,No,External,Collision,No
Male,55,Policy Holder,Sedan - All Perils,"more than 69,000",11,400,3,none,more than 7,41 to 50,No,No,External,All Perils,No
Male,27,Policy Holder,Sedan - Collision,"30,000 to 39,000",9,400,4,more than 4,7 years,31 to 35,No,No,External,Collision,No
Female,29,Policy Holder,Sedan - Collision,"20,000 to 29,000",14,400,2,none,7 years,31 to 35,No,No,External,Collision,No
Male,25,Policy Holder,Sport - Collision,"more than 69,000",9,400,1,none,6 years,26 to 30,No,No,External,Collision,No
Male,38,Policy Holder,Sedan - Liability,"more than 69,000",11,400,2,none,7 years,36 to 40,No,No,External,Liability,No
Male,26,Policy Holder,Sedan - Collision,"30,000 to 39,000",12,400,4,none,6 years,31 to 35,No,No,External,Collision,No
Male,56,Policy Holder,Sedan - All Perils,"less than 20,000",6,400,4,1,more than 7,51 to 65,No,No,External,All Perils,No
Male,47,Third Party,Sedan - Collision,"more than 69,000",3,400,2,2 to 4,more than 7,41 to 50,No,No,External,Collision,No
Male,29,Policy Holder,Sedan - Collision,"30,000 to 39,000",4,700,3,none,7 years,31 to 35,No,No,External,Collision,No
Male,31,Policy Holder,Sedan - Liability,"20,000 to 29,000",4,400,1,1,5 years,31 to 35,No,No,External,Liability,No
Male,46,Third Party,Sedan - Liability,"20,000 to 29,000",13,400,1,2 to 4,7 years,41 to 50,No,No,External,Liability,No
Male,60,Policy Holder,Sedan - All Perils,"20,000 to 29,000",5,400,2,1,more than 7,51 to 65,No,No,External,All Perils,No
Male,30,Policy Holder,Sedan - Collision,"20,000 to 29,000",4,400,3,1,6 years,31 to 35,No,No,External,Collision,No
Male,51,Policy Holder,Sedan - All Perils,"40,000 to 59,000",10,400,2,1,more than 7,41 to 50,No,No,External,All Perils,No
Male,80,Policy Holder,Sedan - All Perils,"30,000 to 39,000",5,400,3,none,more than 7,over 65,No,No,External,All Perils,No
Male,0,Policy Holder,Sedan - All Perils,"more than 69,000",6,400,2,1,new,16 to 17,No,No,External,All Perils,No
Male,52,Policy Holder,Sedan - All Perils,"more than 69,000",1,400,1,1,more than 7,41 to 50,No,No,External,All Perils,No
Male,36,Policy Holder,Sedan - Liability,"20,000 to 29,000",6,400,1,2 to 4,6 years,36 to 40,No,No,External,Liability,No
Male,67,Third Party,Sedan - All Perils,"20,000 to 29,000",7,400,2,2 to 4,7 years,over 65,No,No,External,All Perils,No
Female,58,Policy Holder,Sedan - Liability,"20,000 to 29,000",15,400,2,2 to 4,7 years,51 to 65,No,No,External,Liability,No
Female,31,Policy Holder,Sedan - Collision,"20,000 to 29,000",11,400,4,1,6 years,31 to 35,No,No,External,Collision,No
Male,50,Third Party,Sedan - All Perils,"20,000 to 29,000",10,400,2,2 to 4,more than 7,41 to 50,No,No,External,All Perils,No
Male,50,Third Party,Sedan - All Perils,"30,000 to 39,000",7,400,4,1,more than 7,41 to 50,No,No,External,All Perils,No
Female,55,Policy Holder,Sedan - Liability,"20,000 to 29,000",8,400,3,none,more than 7,41 to 50,No,No,Internal,Liability,No
Male,36,Policy Holder,Sedan - All Perils,"less than 20,000",14,500,4,1,7 years,36 to 40,No,No,External,All Perils,No
Male,31,Policy Holder,Sedan - Collision,"more than 69,000",8,400,4,none,6 years,31 to 35,No,No,External,Collision,No
Male,23,Policy Holder,Sedan - Collision,"20,000 to 29,000",13,400,3,1,5 years,26 to 30,No,No,External,Collision,No
Male,34,Third Party,Sedan - Collision,"20,000 to 29,000",14,400,3,none,7 years,31 to 35,No,No,External,Collision,No
Male,30,Policy Holder,Sedan - Collision,"30,000 to 39,000",1,400,4,none,6 years,31 to 35,No,No,External,Collision,No
Female,45,Third Party,Sedan - Collision,"20,000 to 29,000",8,400,3,2 to 4,6 years,36 to 40,No,No,External,Collision,No
Male,37,Policy Holder,Utility - All Perils,"more than 69,000",11,400,3,2 to 4,more than 7,36 to 40,No,No,External,All Perils,No
Female,35,Third Party,Sedan - Liability,"more than 69,000",3,400,3,none,7 years,31 to 35,No,No,External,Liability,No
Male,30,Policy Holder,Utility - All Perils,"more than 69,000",14,400,1,2 to 4,5 years,31 to 35,No,No,External,All Perils,No
Male,50,Policy Holder,Sedan - All Perils,"20,000 to 29,000",8,400,2,none,7 years,41 to 50,No,No,External,All Perils,Yes
Male,47,Third Party,Sedan - Collision,"20,000 to 29,000",13,400,1,1,more than 7,41 to 50,No,No,External,Collision,No
Female,26,Third Party,Sedan - All Perils,"less than 20,000",6,400,3,none,5 years,31 to 35,No,No,External,All Perils,No
Male,59,Policy Holder,Sedan - Collision,"20,000 to 29,000",8,400,1,1,more than 7,51 to 65,No,No,External,Collision,No
Male,26,Policy Holder,Sedan - Liability,"30,000 to 39,000",14,400,2,2 to 4,6 years,31 to 35,No,No,External,Liability,No
Male,51,Policy Holder,Sedan - Collision,"20,000 to 29,000",12,400,2,2 to 4,more than 7,41 to 50,No,No,External,Collision,No
Male,42,Policy Holder,Sedan - Collision,"30,000 to 39,000",12,700,2,none,7 years,36 to 40,No,No,External,Collision,No
Male,37,Third Party,Sedan - Liability,"20,000 to 29,000",14,400,4,1,7 years,36 to 40,No,No,External,Liability,No
Male,31,Policy Holder,Sedan - All Perils,"more than 69,000",10,400,4,none,6 years,31 to 35,No,No,External,All Perils,No
Female,31,Policy Holder,Sedan - All Perils,"20,000 to 29,000",3,400,3,none,4 years,31 to 35,No,No,External,All Perils,No
